Year,Category,Nominee,Additional Info
2005,Cinematography,The Passion of the Christ,NONE
2005,Cinematography,The Phantom of the Opera,NONE
2005,Cinematography,A Very Long Engagement,NONE
2005,Costume Design,The Aviator,NONE
2005,Costume Design,Finding Neverland,NONE
2005,Costume Design,Lemony Snicket's A Series of Unfortunate Events,NONE
2005,Costume Design,Ray,NONE
2005,Costume Design,Troy,NONE
2005,Director,The Aviator,NONE
2005,Director,Million Dollar Baby,NONE
2005,Director,Ray,NONE
2005,Director,Sideways,NONE
2005,Director,Vera Drake,NONE
2005,Documentary,Born into Brothels,NONE
2005,Documentary,The Story of the Weeping Camel,NONE
2005,Documentary,Super Size Me,NONE
2005,Documentary,Tupac Resurrection,NONE
2005,Documentary,Twist of Faith,NONE
2005,Documentary,Autism Is a World,NONE
2005,Documentary,The Children of Leningradsky,NONE
2005,Documentary,Hardwood,NONE
2005,Documentary,Mighty Times The Children's March,NONE
2005,Documentary,Sister Rose's Passion,NONE
2005,Film Editing,The Aviator,NONE
2005,Film Editing,Collateral,NONE
2005,Film Editing,Finding Neverland,NONE
2005,Film Editing,Million Dollar Baby,NONE
2005,Film Editing,Ray,NONE
2005,Foreign Language Film,As It Is in Heaven,NONE
2005,Foreign Language Film,The Chorus,NONE
2005,Foreign Language Film,Downfall,NONE
2005,Foreign Language Film,The Sea Inside,NONE
2005,Foreign Language Film,Yesterday,NONE
2005,Makeup and Hairstyling,Lemony Snicket's A Series of Unfortunate Events,NONE
2005,Makeup and Hairstyling,The Passion of the Christ,NONE
2005,Makeup and Hairstyling,The Sea Inside,NONE
2005,Production Design,The Aviator,NONE
2005,Production Design,Finding Neverland,NONE
2005,Production Design,Lemony Snicket's A Series of Unfortunate Events,NONE
2005,Production Design,The Phantom of the Opera,NONE
2005,Production Design,A Very Long Engagement,NONE
2005,Score,Finding Neverland,NONE
2005,Score,Harry Potter and the Prisoner of Azkaban,NONE
2005,Score,Lemony Snicket's A Series of Unfortunate Events,NONE
2005,Score,The Passion of the Christ,NONE
2005,Score,The Village,NONE
2005,Score,Shrek 2,NONE
2005,Score,The Motorcycle Diaries,NONE
2005,Score,The Polar Express,NONE
2005,Score,The Phantom of the Opera,NONE
2005,Score,The Chorus,NONE
2005,Screenplay - Adapted,Before Sunset,NONE
2005,Screenplay - Adapted,Finding Neverland,NONE
2005,Screenplay - Adapted,Million Dollar Baby,NONE
2005,Screenplay - Adapted,The Motorcycle Diaries,NONE
2005,Screenplay - Adapted,Sideways,NONE
2005,Screenplay - Original,The Aviator,NONE
2005,Screenplay - Original,Eternal Sunshine of the Spotless Mind,NONE
2005,Screenplay - Original,Hotel Rwanda,NONE
2005,Screenplay - Original,The Incredibles,NONE
2005,Screenplay - Original,Vera Drake,NONE
2005,Visual Effects,Harry Potter and the Prisoner of Azkaban,NONE
2005,Visual Effects,I Robot,NONE
2005,Visual Effects,Spider Man 2,NONE
2005,Filler Data,Filler Data,NONE
2004,Actor - Leading Role,Johnny Depp,Pirates of the Caribbean The Curse of the Black Pearl
2004,Actor - Leading Role,Ben Kingsley,House of Sand and Fog
2004,Actor - Leading Role,Jude Law,Cold Mountain
2004,Actor - Leading Role,Bill Murray,Lost in Translation
2004,Actor - Leading Role,Sean Penn,Mystic River
2004,Actor - Supporting Role,Alec Baldwin,The Cooler
2004,Actor - Supporting Role,Benicio Del Toro,21 Grams
2004,Actor - Supporting Role,Djimon Hounsou,In America
2004,Actor - Supporting Role,Tim Robbins,Mystic River
2004,Actor - Supporting Role,Ken Watanabe,The Last Samurai
2004,Actress - Leading Role,Keisha Castle Hughes,Whale Rider
2004,Actress - Leading Role,Diane Keaton,Something's Gotta Give
2004,Actress - Leading Role,Samantha Morton,In America
2004,Actress - Leading Role,Charlize Theron,Monster
2004,Actress - Leading Role,Naomi Watts,21 Grams
2004,Actress - Supporting Role,Shohreh Aghdashloo,House of Sand and Fog
2004,Actress - Supporting Role,Patricia Clarkson,Pieces of April
2004,Actress - Supporting Role,Marcia Gay Harden,Mystic River
2004,Actress - Supporting Role,Holly Hunter,Thirteen
2004,Actress - Supporting Role,Renee Zellweger,Cold Mountain
2004,Animated Feature,Brother Bear,NONE
2004,Animated Feature,Finding Nemo,NONE
2004,Animated Feature,The Triplets of Belleville,NONE
2004,Best Picture,The Lord of the Rings The Return of the King,NONE
2004,Best Picture,Lost in Translation,NONE
2004,Best Picture,Master and Commander The Far Side of the World,NONE
2004,Best Picture,Mystic River,NONE
2004,Best Picture,Seabiscuit,NONE
2004,Cinematography,City of God,NONE
2004,Cinematography,Cold Mountain,NONE
2004,Cinematography,Girl with a Pearl Earring,NONE
2004,Cinematography,Master and Commander The Far Side of the World,NONE
2004,Cinematography,Seabiscuit,NONE
2004,Costume Design,Girl with a Pearl Earring,NONE
2004,Costume Design,The Last Samurai,NONE
2004,Costume Design,The Lord of the Rings The Return of the King,NONE
2004,Costume Design,Master and Commander The Far Side of the World,NONE
2004,Costume Design,Seabiscuit,NONE
2004,Director,City of God,NONE
2004,Director,The Lord of the Rings The Return of the King,NONE
2004,Director,Lost in Translation,NONE
2004,Director,Master and Commander The Far Side of the World,NONE
2004,Director,Mystic River,NONE
2004,Documentary,Balseros,NONE
2004,Documentary,Capturing the Friedmans,NONE
2004,Documentary,The Fog of War,NONE
2004,Documentary,My Architect,NONE
2004,Documentary,The Weather Underground,NONE
2004,Documentary,Asylum,NONE
2004,Documentary,Chernobyl Heart,NONE
2004,Documentary,Ferry Tales,NONE
2004,Film Editing,City of God,NONE
2004,Film Editing,Cold Mountain,NONE
2004,Film Editing,The Lord of the Rings The Return of the King,NONE
2004,Film Editing,Master and Commander The Far Side of the World,NONE
2004,Film Editing,Seabiscuit,NONE
2004,Foreign Language Film,The Barbarian Invasions,NONE
2004,Foreign Language Film,Evil,NONE
2004,Foreign Language Film,The Twilight Samurai,NONE
2004,Foreign Language Film,Twin Sisters,NONE
2004,Foreign Language Film,Zelary,NONE
2004,Makeup and Hairstyling,The Lord of the Rings The Return of the King,NONE
2004,Makeup and Hairstyling,Master and Commander The Far Side of the World,NONE
2004,Makeup and Hairstyling,Pirates of the Caribbean The Curse of the Black Pearl,NONE
2004,Production Design,Girl with a Pearl Earring,NONE
2004,Production Design,The Last Samurai,NONE
2004,Production Design,The Lord of the Rings The Return of the King,NONE
2004,Production Design,Master and Commander The Far Side of the World,NONE
2004,Production Design,Seabiscuit,NONE
2004,Score,Big Fish,NONE
2004,Score,Cold Mountain,NONE
2004,Score,Finding Nemo,NONE
2004,Score,House of Sand and Fog,NONE
2004,Score,The Lord of the Rings The Return of the King,NONE
2004,Score,The Triplets of Belleville,NONE
2004,Score,The Lord of the Rings The Return of the King,NONE
2004,Score,A Mighty Wind,NONE
2004,Score,Cold Mountain,NONE
2004,Score,Cold Mountain,NONE
2004,Screenplay - Adapted,American Splendor,NONE
2004,Screenplay - Adapted,City of God,NONE
2004,Screenplay - Adapted,The Lord of the Rings The Return of the King,NONE
2004,Screenplay - Adapted,Mystic River,NONE
2004,Screenplay - Adapted,Seabiscuit,NONE
2004,Screenplay - Original,The Barbarian Invasions,NONE
2004,Screenplay - Original,Dirty Pretty Things,NONE
2004,Screenplay - Original,Finding Nemo,NONE
2004,Screenplay - Original,In America,NONE
2004,Screenplay - Original,Lost in Translation,NONE
2004,Visual Effects,The Lord of the Rings The Return of the King,NONE
2004,Visual Effects,Master and Commander The Far Side of the World,NONE
2004,Visual Effects,Pirates of the Caribbean The Curse of the Black Pearl,NONE
2004,Filler Data,Filler Data,NONE
2003,Actor - Leading Role,Adrien Brody,The Pianist
2003,Actor - Leading Role,Nicolas Cage,Adaptation
2003,Actor - Leading Role,Michael Caine,The Quiet American
2003,Actor - Leading Role,Daniel Day Lewis,Gangs of New York
2003,Actor - Leading Role,Jack Nicholson,About Schmidt
2003,Actor - Supporting Role,Chris Cooper,Adaptation
2003,Actor - Supporting Role,Ed Harris,The Hours
2003,Actor - Supporting Role,Paul Newman,Road to Perdition
2003,Actor - Supporting Role,John C Reilly,Chicago
2003,Actor - Supporting Role,Christopher Walken,Catch Me If You Can
2003,Actress - Leading Role,Salma Hayek,Frida
2003,Actress - Leading Role,Nicole Kidman,The Hours
2003,Actress - Leading Role,Diane Lane,Unfaithful
2003,Actress - Leading Role,Julianne Moore,Far from Heaven
2003,Actress - Leading Role,Renee Zellweger,Chicago
2003,Actress - Supporting Role,Kathy Bates,About Schmidt
2003,Actress - Supporting Role,Julianne Moore,The Hours
2003,Actress - Supporting Role,Queen Latifah,Chicago
2003,Actress - Supporting Role,Meryl Streep,Adaptation
2003,Actress - Supporting Role,Catherine Zeta Jones,Chicago
2003,Animated Feature,Ice Age,NONE
2003,Animated Feature,Lilo Stitch,NONE
2003,Animated Feature,Spirit Stallion of the Cimarron,NONE
2003,Animated Feature,Spirited Away,NONE
2003,Animated Feature,Treasure Planet,NONE
2003,Best Picture,Chicago,NONE
2003,Best Picture,Gangs of New York,NONE
2003,Best Picture,The Hours,NONE
2003,Best Picture,The Lord of the Rings The Two Towers,NONE
2003,Best Picture,The Pianist,NONE
2003,Cinematography,Chicago,NONE
2003,Cinematography,Far from Heaven,NONE
2003,Cinematography,Gangs of New York,NONE
2003,Cinematography,The Pianist,NONE
2003,Cinematography,Road to Perdition,NONE
2003,Costume Design,Chicago,NONE
2003,Costume Design,Frida,NONE
2003,Costume Design,Gangs of New York,NONE
2003,Costume Design,The Hours,NONE
2003,Costume Design,The Pianist,NONE
2003,Director,Chicago,NONE
2003,Director,Gangs of New York,NONE
2003,Director,The Hours,NONE
2003,Director,The Pianist,NONE
2003,Director,Talk to Her,NONE
2003,Documentary,Bowling for Columbine,NONE
2003,Documentary,Daughter from Danang,NONE
2003,Documentary,Prisoner of Paradise,NONE
2003,Documentary,Spellbound,NONE
2003,Documentary,Winged Migration,NONE
2003,Documentary,The Collector of Bedford Street,NONE
2003,Documentary,Mighty Times The Legacy of Rosa Parks,NONE
2003,Documentary,Twin Towers,NONE
2003,Documentary,Why Can't We Be a Family Again?,NONE
2003,Film Editing,Chicago,NONE
2003,Film Editing,Gangs of New York,NONE
2003,Film Editing,The Hours,NONE
2003,Film Editing,The Lord of the Rings The Two Towers,NONE
2003,Film Editing,The Pianist,NONE
2003,Foreign Language Film,El Crimen del Padre Amaro,NONE
2003,Foreign Language Film,Hero,NONE
2003,Foreign Language Film,The Man without a Past,NONE
2003,Foreign Language Film,Nowhere in Africa,NONE
2003,Foreign Language Film,Zus Zo,NONE
2003,Makeup and Hairstyling,Frida,NONE
2003,Makeup and Hairstyling,The Time Machine,NONE
2003,Production Design,Chicago,NONE
2003,Production Design,Frida,NONE
2003,Production Design,Gangs of New York,NONE
2003,Production Design,The Lord of the Rings The Two Towers,NONE
2003,Production Design,Road to Perdition,NONE
2003,Score,Catch Me If You Can,NONE
2003,Score,Far from Heaven,NONE
2003,Score,Frida,NONE
2003,Score,The Hours,NONE
2003,Score,Road to Perdition,NONE
2003,Score,Frida,NONE
2003,Score,The Wild Thornberrys Movie,NONE
2003,Score,Gangs of New York,NONE
2003,Score,Chicago,NONE
2003,Score,8 Mile,NONE
2003,Screenplay,Y Tu Mame Tambien,NONE
2003,Screenplay - Adapted,About a Boy,NONE
2003,Screenplay - Adapted,Adaptation,NONE
2003,Screenplay - Adapted,Chicago,NONE
2003,Screenplay - Adapted,The Hours,NONE
2003,Screenplay - Adapted,The Pianist,NONE
2003,Screenplay - Original,Far from Heaven,NONE
2003,Screenplay - Original,Gangs of New York,NONE
2003,Screenplay - Original,My Big Fat Greek Wedding,NONE
2003,Screenplay - Original,Talk to Her,NONE
2003,Visual Effects,The Lord of the Rings The Two Towers,NONE
2003,Visual Effects,Spider Man,NONE
2003,Visual Effects,Star Wars Episode II Attack of the Clones,NONE
2003,Filler Data,Filler Data,NONE
2002,Actor - Leading Role,Russelll Crowe,A Beautiful Mind
2002,Actor - Leading Role,Sean Penn,I Am Sam
2002,Actor - Leading Role,Will Smith,Ali
2002,Actor - Leading Role,Denzel Washington,Training Day
2002,Actor - Leading Role,Tom Wilkinson,In the Bedroom
2002,Actor - Supporting Role,Jim Broadbent,Iris
2002,Actor - Supporting Role,Ethan Hawke,Training Day
2002,Actor - Supporting Role,Ben Kingsley,Sexy Beast
2002,Actor - Supporting Role,Ian McKellen,The Lord of the Rings The Fellowship of the Ring
2002,Actor - Supporting Role,Jon Voight,Ali
2002,Actress - Leading Role,Halle Berry,Monster's Ball
2002,Actress - Leading Role,Judi Dench,Iris
2002,Actress - Leading Role,Nicole Kidman,Moulin Rouge
2002,Actress - Leading Role,Sissy Spacek,In the Bedroom
2002,Actress - Leading Role,Renee Zellweger,Bridget Jones's Diary
2002,Actress - Supporting Role,Jennifer Connelly,A Beautiful Mind
2002,Actress - Supporting Role,Helen Mirren,Gosford Park
2002,Actress - Supporting Role,Maggie Smith,Gosford Park
2002,Actress - Supporting Role,Marisa Tomei,In the Bedroom
2002,Actress - Supporting Role,Kate Winslet,Iris
2002,Animated Feature,Jimmy Neutron Boy Genius,NONE
2002,Animated Feature,Monsters Inc,NONE
2002,Animated Feature,Shrek,NONE
2002,Best Picture,A Beautiful Mind,NONE
2002,Best Picture,Gosford Park,NONE
2002,Best Picture,In the Bedroom,NONE
2002,Best Picture,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Best Picture,Moulin Rouge,NONE
2002,Cinematography,Amelie,NONE
2002,Cinematography,Black Hawk Down,NONE
2002,Cinematography,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Cinematography,The Man Who Wasn't There,NONE
2002,Cinematography,Moulin Rouge,NONE
2002,Costume Design,The Affair of the Necklace,NONE
2002,Costume Design,Gosford Park,NONE
2002,Costume Design,Harry Potter and the Sorcerer's Stone,NONE
2002,Costume Design,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Costume Design,Moulin Rouge,NONE
2002,Director,A Beautiful Mind,NONE
2002,Director,Black Hawk Down,NONE
2002,Director,Gosford Park,NONE
2002,Director,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Director,Mulholland Drive,NONE
2002,Documentary,Children Underground,NONE
2002,Documentary,LaLee's Kin The Legacy of Cotton,NONE
2002,Documentary,Murder on a Sunday Morning,NONE
2002,Documentary,Promises,NONE
2002,Documentary,War Photographer,NONE
2002,Documentary,Artists and Orphans A True Drama,NONE
2002,Documentary,Sing!,NONE
2002,Documentary,Thoth,NONE
2002,Film Editing,A Beautiful Mind,NONE
2002,Film Editing,Black Hawk Down,NONE
2002,Film Editing,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Film Editing,Memento,NONE
2002,Film Editing,Moulin Rouge,NONE
2002,Foreign Language Film,Amelie,NONE
2002,Foreign Language Film,Elling,NONE
2002,Foreign Language Film,Lagaan,NONE
2002,Foreign Language Film,No Man's Land,NONE
2002,Foreign Language Film,Son of the Bride,NONE
2002,Makeup and Hairstyling,A Beautiful Mind,NONE
2002,Makeup and Hairstyling,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Makeup and Hairstyling,Moulin Rouge,NONE
2002,Production Design,Amelie,NONE
2002,Production Design,Gosford Park,NONE
2002,Production Design,Harry Potter and the Sorcerer's Stone,NONE
2002,Production Design,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Production Design,Moulin Rouge,NONE
2002,Score,A I Artificial Intelligence,NONE
2002,Score,A Beautiful Mind,NONE
2002,Score,Harry Potter and the Sorcerer's Stone,NONE
2002,Score,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Score,Monsters Inc,NONE
2002,Score,Monsters Inc,NONE
2002,Score,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Score,Pearl Harbor,NONE
2002,Score,Kate Leopold,NONE
2002,Score,Vanilla Sky,NONE
2002,Screenplay - Adapted,A Beautiful Mind,NONE
2002,Screenplay - Adapted,Ghost World,NONE
2002,Screenplay - Adapted,In the Bedroom,NONE
2002,Screenplay - Adapted,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Screenplay - Adapted,Shrek,NONE
2002,Screenplay - Original,Amelie,NONE
2002,Screenplay - Original,Gosford Park,NONE
2002,Screenplay - Original,Memento,NONE
2002,Screenplay - Original,Monster's Ball,NONE
2002,Screenplay - Original,The Royal Tenenbaums,NONE
2002,Visual Effects,A I Artificial Intelligence,NONE
2002,Visual Effects,The Lord of the Rings The Fellowship of the Ring,NONE
2002,Visual Effects,Pearl Harbor,NONE
2002,Filler Data,Filler Data,NONE
2001,Actor - Leading Role,Javier Bardem,Before Night Falls
2001,Actor - Leading Role,Russelll Crowe,Gladiator
2001,Actor - Leading Role,Tom Hanks,Cast Away
2001,Actor - Leading Role,Ed Harris,Pollock
2001,Actor - Leading Role,Geoffrey Rush,Quills
2001,Actor - Supporting Role,Jeff Bridges,The Contender
2001,Actor - Supporting Role,Willem Dafoe,Shadow of the Vampire
2001,Actor - Supporting Role,Benicio Del Toro,Traffic
2001,Actor - Supporting Role,Albert Finney,Erin Brockovich
2001,Actor - Supporting Role,Joaquin Phoenix,Gladiator
2001,Actress - Leading Role,Joan Allen,The Contender
2001,Actress - Leading Role,Juliette Binoche,Chocolat
2001,Actress - Leading Role,Ellen Burstyn,Requiem for a Dream
2001,Actress - Leading Role,Laura Linney,You Can Count on Me
2001,Actress - Leading Role,Julia Roberts,Erin Brockovich
2001,Actress - Supporting Role,Judi Dench,Chocolat
2001,Actress - Supporting Role,Marcia Gay Harden,Pollock
2001,Actress - Supporting Role,Kate Hudson,Almost Famous
2001,Actress - Supporting Role,Frances McDormand,Almost Famous
2001,Actress - Supporting Role,Julie Walters,Billy Elliot
2001,Best Picture,Chocolat,NONE
2001,Best Picture,Crouching Tiger Hidden Dragon,NONE
2001,Best Picture,Erin Brockovich,NONE
2001,Best Picture,Gladiator,NONE
2001,Best Picture,Traffic,NONE
2001,Cinematography,Crouching Tiger Hidden Dragon,NONE
2001,Cinematography,Gladiator,NONE
2001,Cinematography,Malena,NONE
2001,Cinematography,O Brother Where Art Thou?,NONE
2001,Cinematography,The Patriot,NONE
2001,Costume Design,Crouching Tiger Hidden Dragon,NONE
2001,Costume Design,Dr Seuss' How the Grinch Stole Christmas,NONE
2001,Costume Design,Gladiator,NONE
2001,Costume Design,102 Dalmatians,NONE
2001,Costume Design,Quills,NONE
2001,Director,Billy Elliot,NONE
2001,Director,Crouching Tiger Hidden Dragon,NONE
2001,Director,Erin Brockovich,NONE
2001,Director,Gladiator,NONE
2001,Director,Traffic,NONE
2001,Documentary,Into the Arms of Strangers Stories of the Kindertransport,NONE
2001,Documentary,Legacy,NONE
2001,Documentary,Long Night's Journey into Day,NONE
2001,Documentary,Scottsboro An American Tragedy,NONE
2001,Documentary,Big Mama,NONE
2001,Documentary,Curtain Call,NONE
2001,Documentary,Dolphins,NONE
2001,Documentary,The Man on Lincoln's Nose,NONE
2001,Documentary,On Tiptoe Gentle Steps to Freedom,NONE
2001,Film Editing,Almost Famous,NONE
2001,Film Editing,Crouching Tiger Hidden Dragon,NONE
2001,Film Editing,Gladiator,NONE
2001,Film Editing,Traffic,NONE
2001,Film Editing,Wonder Boys,NONE
2001,Foreign Language Film,Amores Perros,NONE
2001,Foreign Language Film,Crouching Tiger Hidden Dragon,NONE
2001,Foreign Language Film,Divided We Fall,NONE
2001,Foreign Language Film,Everybody Famous!,NONE
2001,Foreign Language Film,The Taste of Others,NONE
2001,Makeup and Hairstyling,The Cell,NONE
2001,Makeup and Hairstyling,Dr Seuss' How the Grinch Stole Christmas,NONE
2001,Makeup and Hairstyling,Shadow of the Vampire,NONE
2001,Production Design,Crouching Tiger Hidden Dragon,NONE
2001,Production Design,Dr Seuss' How the Grinch Stole Christmas,NONE
2001,Production Design,Gladiator,NONE
2001,Production Design,Quills,NONE
2001,Production Design,Vatel,NONE
2001,Score,Chocolat,NONE
2001,Score,Crouching Tiger Hidden Dragon,NONE
2001,Score,Gladiator,NONE
2001,Score,Malena,NONE
2001,Score,The Patriot,NONE
2001,Score,Meet the Parents,NONE
2001,Score,Dancer in the Dark,NONE
2001,Score,Crouching Tiger Hidden Dragon,NONE
2001,Score,The Emperor's New Groove,NONE
2001,Score,Wonder Boys,NONE
2001,Screenplay - Adapted,Chocolat,NONE
2001,Screenplay - Adapted,Crouching Tiger Hidden Dragon,NONE
2001,Screenplay - Adapted,O Brother Where Art Thou?,NONE
2001,Screenplay - Adapted,Traffic,NONE
2001,Screenplay - Adapted,Wonder Boys,NONE
2001,Screenplay - Original,Almost Famous,NONE
2001,Screenplay - Original,Billy Elliot,NONE
2001,Screenplay - Original,Erin Brockovich,NONE
2001,Screenplay - Original,Gladiator,NONE
2001,Screenplay - Original,You Can Count on Me,NONE
2001,Visual Effects,Gladiator,NONE
2001,Visual Effects,Hollow Man,NONE
2001,Visual Effects,The Perfect Storm,NONE
2001,Filler Data,Filler Data,NONE
2000,Actor - Leading Role,Russelll Crowe,The Insider
2000,Actor - Leading Role,Richard Farnsworth,The Straight Story
2000,Actor - Leading Role,Sean Penn,Sweet and Lowdown
2000,Actor - Leading Role,Kevin Spacey,American Beauty
2000,Actor - Leading Role,Denzel Washington,The Hurricane
2000,Actor - Supporting Role,Michael Caine,The Cider House Rules
2000,Actor - Supporting Role,Tom Cruise,Magnolia
2000,Actor - Supporting Role,Michael Clarke Duncan,The Green Mile
2000,Actor - Supporting Role,Jude Law,The Talented Mr Ripley
2000,Actor - Supporting Role,Haley Joel Osment,The Sixth Sense
2000,Actress - Leading Role,Annette Bening,American Beauty
2000,Actress - Leading Role,Janet McTeer,Tumbleweeds
2000,Actress - Leading Role,Julianne Moore,The End of the Affair
2000,Actress - Leading Role,Meryl Streep,Score of the Heart
2000,Actress - Leading Role,Hilary Swank,Boys Don't Cry
2000,Actress - Supporting Role,Toni Collette,The Sixth Sense
2000,Actress - Supporting Role,Angelina Jolie,Girl Interrupted
2000,Actress - Supporting Role,Catherine Keener,Being John Malkovich
2000,Actress - Supporting Role,Samantha Morton,Sweet and Lowdown
2000,Actress - Supporting Role,Chlo‚ Sevigny,Boys Don't Cry
2000,Best Picture,American Beauty,NONE
2000,Best Picture,The Cider House Rules,NONE
2000,Best Picture,The Green Mile,NONE
2000,Best Picture,The Insider,NONE
2000,Best Picture,The Sixth Sense,NONE
2000,Cinematography,American Beauty,NONE
2000,Cinematography,The End of the Affair,NONE
2000,Cinematography,The Insider,NONE
2000,Cinematography,Sleepy Hollow,NONE
2000,Cinematography,Snow Falling on Cedars,NONE
2000,Costume Design,Anna and the King,NONE
2000,Costume Design,Sleepy Hollow,NONE
2000,Costume Design,The Talented Mr Ripley,NONE
2000,Costume Design,Titus,NONE
2000,Costume Design,Topsy Turvy,NONE
2000,Director,American Beauty,NONE
2000,Director,Being John Malkovich,NONE
2000,Director,The Cider House Rules,NONE
2000,Director,The Insider,NONE
2000,Director,The Sixth Sense,NONE
2000,Documentary,Buena Vista Social Club,NONE
2000,Documentary,Genghis Blues,NONE
2000,Documentary,On the Ropes,NONE
2000,Documentary,One Day in September,NONE
2000,Documentary,Speaking in Strings,NONE
2000,Documentary,Eyewitness,NONE
2000,Documentary,King Gimp,NONE
2000,Documentary,The Wildest Show in the South The Angola Prison Rodeo,NONE
2000,Film Editing,American Beauty,NONE
2000,Film Editing,The Cider House Rules,NONE
2000,Film Editing,The Insider,NONE
2000,Film Editing,The Matrix,NONE
2000,Film Editing,The Sixth Sense,NONE
2000,Foreign Language Film,AlLAbout My Mother,NONE
2000,Foreign Language Film,Caravan,NONE
2000,Foreign Language Film,East West,NONE
2000,Foreign Language Film,Solomon and Gaenor,NONE
2000,Foreign Language Film,Under the Sun,NONE
2000,Makeup and Hairstyling,Austin Powers The Spy Who Shagged Me,NONE
2000,Makeup and Hairstyling,Bicentennial Man,NONE
2000,Makeup and Hairstyling,Life,NONE
2000,Makeup and Hairstyling,Topsy Turvy,NONE
2000,Production Design,Anna and the King,NONE
2000,Production Design,The Cider House Rules,NONE
2000,Production Design,Sleepy Hollow,NONE
2000,Production Design,The Talented Mr Ripley,NONE
2000,Production Design,Topsy Turvy,NONE
2000,Score,American Beauty,NONE
2000,Score,Angela's Ashes,NONE
2000,Score,The Cider House Rules,NONE
2000,Score,The Red Violin,NONE
2000,Score,The Talented Mr Ripley,NONE
2000,Score,South Park Bigger Longer Uncut,NONE
2000,Score,Score of the Heart,NONE
2000,Score,Magnolia,NONE
2000,Score,Toy Story 2,NONE
2000,Score,Tarzan,NONE
2000,Screenplay - Adapted,The Cider House Rules,NONE
2000,Screenplay - Adapted,Election,NONE
2000,Screenplay - Adapted,The Green Mile,NONE
2000,Screenplay - Adapted,The Insider,NONE
2000,Screenplay - Adapted,The Talented Mr Ripley,NONE
2000,Screenplay - Original,American Beauty,NONE
2000,Screenplay - Original,Being John Malkovich,NONE
2000,Screenplay - Original,Magnolia,NONE
2000,Screenplay - Original,The Sixth Sense,NONE
2000,Screenplay - Original,Topsy Turvy,NONE
2000,Visual Effects,The Matrix,NONE
2000,Visual Effects,Star Wars Episode I The Phantom Menace,NONE
2000,Visual Effects,Stuart Little,NONE
2000,Filler Data,Filler Data,NONE
1999,Actor - Leading Role,Roberto Benigni,Life Is Beautiful
1999,Actor - Leading Role,Tom Hanks,Saving Private Ryan
1999,Actor - Leading Role,Ian McKellen,Gods and Monsters
1999,Actor - Leading Role,Nick Nolte,Affliction
1999,Actor - Leading Role,Edward Norton,American History X
1999,Actor - Supporting Role,James Coburn,Affliction
1999,Actor - Supporting Role,Robert Duvall,A CiviLAction
1999,Actor - Supporting Role,Ed Harris,The Truman Show
1999,Actor - Supporting Role,Geoffrey Rush,Shakespeare in Love
1999,Actor - Supporting Role,Billy Bob Thornton,A Simple Plan
1999,Actress - Leading Role,Cate Blanchett,Elizabeth
1999,Actress - Leading Role,Fernanda Montenegro,Central Station
1999,Actress - Leading Role,Gwyneth Paltrow,Shakespeare in Love
1999,Actress - Leading Role,Meryl Streep,One True Thing
1999,Actress - Leading Role,Emily Watson,Hilary and Jackie
1999,Actress - Supporting Role,Kathy Bates,Primary Colors
1999,Actress - Supporting Role,Brenda Blethyn,Little Voice
1999,Actress - Supporting Role,Judi Dench,Shakespeare in Love
1999,Actress - Supporting Role,Rachel Griffiths,Hilary and Jackie
1999,Actress - Supporting Role,Lynn Redgrave,Gods and Monsters
1999,Best Picture,Elizabeth,NONE
1999,Best Picture,Life Is Beautiful,NONE
1999,Best Picture,Saving Private Ryan,NONE
1999,Best Picture,Shakespeare in Love,NONE
1999,Best Picture,The Thin Red Line,NONE
1999,Cinematography,A CiviLAction,NONE
1999,Cinematography,Elizabeth,NONE
1999,Cinematography,Saving Private Ryan,NONE
1999,Cinematography,Shakespeare in Love,NONE
1999,Cinematography,The Thin Red Line,NONE
1999,Costume Design,Beloved,NONE
1999,Costume Design,Elizabeth,NONE
1999,Costume Design,Pleasantville,NONE
1999,Costume Design,Shakespeare in Love,NONE
1999,Costume Design,Velvet Goldmine,NONE
1999,Director,Life Is Beautiful,NONE
1999,Director,Saving Private Ryan,NONE
1999,Director,Shakespeare in Love,NONE
1999,Director,The Thin Red Line,NONE
1999,Director,The Truman Show,NONE
1999,Documentary,Dancemaker,NONE
1999,Documentary,The Farm Angola U S A,NONE
1999,Documentary,The Last Days,NONE
1999,Documentary,Lenny Bruce Swear to Tell the Truth,NONE
1999,Documentary,Regret to Inform,NONE
1999,Documentary,The Personals Improvisations on Romance in the Golden Years,NONE
1999,Documentary,A Place in the Land,NONE
1999,Documentary,Sunrise over Tiananmen Square,NONE
1999,Film Editing,Life Is Beautiful,NONE
1999,Film Editing,Out of Sight,NONE
1999,Film Editing,Saving Private Ryan,NONE
1999,Film Editing,Shakespeare in Love,NONE
1999,Film Editing,The Thin Red Line,NONE
1999,Foreign Language Film,Central Station,NONE
